"location","reference_date","horizon","target_end_date","output_type","output_type_id","value"
"US National","2012-12-02",1,"2012-12-09","pmf","[0,0.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.1,0.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.2,0.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.3,0.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.4,0.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.5,0.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.6,0.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.7,0.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.8,0.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[0.9,1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1,1.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.1,1.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.2,1.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.3,1.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.4,1.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.5,1.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.6,1.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.7,1.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.8,1.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[1.9,2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[2,2.1)",4e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[2.1,2.2)",8e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[2.2,2.3)",0.0033
"US National","2012-12-02",1,"2012-12-09","pmf","[2.3,2.4)",0.0061
"US National","2012-12-02",1,"2012-12-09","pmf","[2.4,2.5)",0.0106
"US National","2012-12-02",1,"2012-12-09","pmf","[2.5,2.6)",0.0171
"US National","2012-12-02",1,"2012-12-09","pmf","[2.6,2.7)",0.0274
"US National","2012-12-02",1,"2012-12-09","pmf","[2.7,2.8)",0.0378
"US National","2012-12-02",1,"2012-12-09","pmf","[2.8,2.9)",0.0505
"US National","2012-12-02",1,"2012-12-09","pmf","[2.9,3)",0.0584
"US National","2012-12-02",1,"2012-12-09","pmf","[3,3.1)",0.0622
"US National","2012-12-02",1,"2012-12-09","pmf","[3.1,3.2)",0.0754
"US National","2012-12-02",1,"2012-12-09","pmf","[3.2,3.3)",0.0775
"US National","2012-12-02",1,"2012-12-09","pmf","[3.3,3.4)",0.079
"US National","2012-12-02",1,"2012-12-09","pmf","[3.4,3.5)",0.0803
"US National","2012-12-02",1,"2012-12-09","pmf","[3.5,3.6)",0.0711
"US National","2012-12-02",1,"2012-12-09","pmf","[3.6,3.7)",0.0642
"US National","2012-12-02",1,"2012-12-09","pmf","[3.7,3.8)",0.0528
"US National","2012-12-02",1,"2012-12-09","pmf","[3.8,3.9)",0.0489
"US National","2012-12-02",1,"2012-12-09","pmf","[3.9,4)",0.0369
"US National","2012-12-02",1,"2012-12-09","pmf","[4,4.1)",0.0323
"US National","2012-12-02",1,"2012-12-09","pmf","[4.1,4.2)",0.0292
"US National","2012-12-02",1,"2012-12-09","pmf","[4.2,4.3)",0.0202
"US National","2012-12-02",1,"2012-12-09","pmf","[4.3,4.4)",0.0153
"US National","2012-12-02",1,"2012-12-09","pmf","[4.4,4.5)",0.0109
"US National","2012-12-02",1,"2012-12-09","pmf","[4.5,4.6)",0.0096
"US National","2012-12-02",1,"2012-12-09","pmf","[4.6,4.7)",0.0059
"US National","2012-12-02",1,"2012-12-09","pmf","[4.7,4.8)",0.0051
"US National","2012-12-02",1,"2012-12-09","pmf","[4.8,4.9)",0.0037
"US National","2012-12-02",1,"2012-12-09","pmf","[4.9,5)",0.0018
"US National","2012-12-02",1,"2012-12-09","pmf","[5,5.1)",0.0022
"US National","2012-12-02",1,"2012-12-09","pmf","[5.1,5.2)",7e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.2,5.3)",4e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.3,5.4)",7e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.4,5.5)",3e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.5,5.6)",5e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.6,5.7)",2e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[5.7,5.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[5.8,5.9)",9.99999999999999e-05
"US National","2012-12-02",1,"2012-12-09","pmf","[5.9,6)",2e-04
"US National","2012-12-02",1,"2012-12-09","pmf","[6,6.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.1,6.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.2,6.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.3,6.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.4,6.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.5,6.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.6,6.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.7,6.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.8,6.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[6.9,7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7,7.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.1,7.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.2,7.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.3,7.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.4,7.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.5,7.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.6,7.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.7,7.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.8,7.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[7.9,8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8,8.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.1,8.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.2,8.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.3,8.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.4,8.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.5,8.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.6,8.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.7,8.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.8,8.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[8.9,9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9,9.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.1,9.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.2,9.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.3,9.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.4,9.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.5,9.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.6,9.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.7,9.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.8,9.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[9.9,10)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10,10.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.1,10.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.2,10.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.3,10.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.4,10.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.5,10.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.6,10.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.7,10.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.8,10.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[10.9,11)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11,11.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.1,11.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.2,11.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.3,11.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.4,11.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.5,11.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.6,11.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.7,11.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.8,11.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[11.9,12)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12,12.1)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.1,12.2)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.2,12.3)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.3,12.4)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.4,12.5)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.5,12.6)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.6,12.7)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.7,12.8)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.8,12.9)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[12.9,13)",0
"US National","2012-12-02",1,"2012-12-09","pmf","[13,100)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0,0.1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.1,0.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.2,0.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.3,0.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.4,0.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.5,0.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.6,0.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.7,0.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.8,0.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[0.9,1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1,1.1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.1,1.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.2,1.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.3,1.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.4,1.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.5,1.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.6,1.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[1.7,1.8)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[1.8,1.9)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[1.9,2)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[2,2.1)",3e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[2.1,2.2)",7e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[2.2,2.3)",0.001
"US National","2012-12-02",2,"2012-12-16","pmf","[2.3,2.4)",0.0023
"US National","2012-12-02",2,"2012-12-16","pmf","[2.4,2.5)",0.0034
"US National","2012-12-02",2,"2012-12-16","pmf","[2.5,2.6)",0.004
"US National","2012-12-02",2,"2012-12-16","pmf","[2.6,2.7)",0.0074
"US National","2012-12-02",2,"2012-12-16","pmf","[2.7,2.8)",0.0111
"US National","2012-12-02",2,"2012-12-16","pmf","[2.8,2.9)",0.0148
"US National","2012-12-02",2,"2012-12-16","pmf","[2.9,3)",0.0188
"US National","2012-12-02",2,"2012-12-16","pmf","[3,3.1)",0.022
"US National","2012-12-02",2,"2012-12-16","pmf","[3.1,3.2)",0.0295
"US National","2012-12-02",2,"2012-12-16","pmf","[3.2,3.3)",0.0316
"US National","2012-12-02",2,"2012-12-16","pmf","[3.3,3.4)",0.0374
"US National","2012-12-02",2,"2012-12-16","pmf","[3.4,3.5)",0.0394
"US National","2012-12-02",2,"2012-12-16","pmf","[3.5,3.6)",0.04
"US National","2012-12-02",2,"2012-12-16","pmf","[3.6,3.7)",0.045
"US National","2012-12-02",2,"2012-12-16","pmf","[3.7,3.8)",0.0451
"US National","2012-12-02",2,"2012-12-16","pmf","[3.8,3.9)",0.0455
"US National","2012-12-02",2,"2012-12-16","pmf","[3.9,4)",0.0526
"US National","2012-12-02",2,"2012-12-16","pmf","[4,4.1)",0.0469
"US National","2012-12-02",2,"2012-12-16","pmf","[4.1,4.2)",0.0459
"US National","2012-12-02",2,"2012-12-16","pmf","[4.2,4.3)",0.0492
"US National","2012-12-02",2,"2012-12-16","pmf","[4.3,4.4)",0.0438
"US National","2012-12-02",2,"2012-12-16","pmf","[4.4,4.5)",0.0382
"US National","2012-12-02",2,"2012-12-16","pmf","[4.5,4.6)",0.0394
"US National","2012-12-02",2,"2012-12-16","pmf","[4.6,4.7)",0.0361
"US National","2012-12-02",2,"2012-12-16","pmf","[4.7,4.8)",0.0332
"US National","2012-12-02",2,"2012-12-16","pmf","[4.8,4.9)",0.0279
"US National","2012-12-02",2,"2012-12-16","pmf","[4.9,5)",0.0241
"US National","2012-12-02",2,"2012-12-16","pmf","[5,5.1)",0.0228
"US National","2012-12-02",2,"2012-12-16","pmf","[5.1,5.2)",0.0195
"US National","2012-12-02",2,"2012-12-16","pmf","[5.2,5.3)",0.0174
"US National","2012-12-02",2,"2012-12-16","pmf","[5.3,5.4)",0.016
"US National","2012-12-02",2,"2012-12-16","pmf","[5.4,5.5)",0.0134
"US National","2012-12-02",2,"2012-12-16","pmf","[5.5,5.6)",0.0109
"US National","2012-12-02",2,"2012-12-16","pmf","[5.6,5.7)",0.0104
"US National","2012-12-02",2,"2012-12-16","pmf","[5.7,5.8)",0.0091
"US National","2012-12-02",2,"2012-12-16","pmf","[5.8,5.9)",0.0067
"US National","2012-12-02",2,"2012-12-16","pmf","[5.9,6)",0.0059
"US National","2012-12-02",2,"2012-12-16","pmf","[6,6.1)",0.0053
"US National","2012-12-02",2,"2012-12-16","pmf","[6.1,6.2)",0.0043
"US National","2012-12-02",2,"2012-12-16","pmf","[6.2,6.3)",0.0042
"US National","2012-12-02",2,"2012-12-16","pmf","[6.3,6.4)",0.0036
"US National","2012-12-02",2,"2012-12-16","pmf","[6.4,6.5)",0.0027
"US National","2012-12-02",2,"2012-12-16","pmf","[6.5,6.6)",0.002
"US National","2012-12-02",2,"2012-12-16","pmf","[6.6,6.7)",0.0017
"US National","2012-12-02",2,"2012-12-16","pmf","[6.7,6.8)",0.0015
"US National","2012-12-02",2,"2012-12-16","pmf","[6.8,6.9)",7e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[6.9,7)",6e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7,7.1)",0.0011
"US National","2012-12-02",2,"2012-12-16","pmf","[7.1,7.2)",6e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.2,7.3)",3e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.3,7.4)",8e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.4,7.5)",4e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.5,7.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[7.6,7.7)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[7.7,7.8)",3e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.8,7.9)",3e-04
"US National","2012-12-02",2,"2012-12-16","pmf","[7.9,8)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[8,8.1)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[8.1,8.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.2,8.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.3,8.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.4,8.5)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[8.5,8.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.6,8.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.7,8.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.8,8.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[8.9,9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9,9.1)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[9.1,9.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.2,9.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.3,9.4)",9.99999999999999e-05
"US National","2012-12-02",2,"2012-12-16","pmf","[9.4,9.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.5,9.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.6,9.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.7,9.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.8,9.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[9.9,10)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10,10.1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.1,10.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.2,10.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.3,10.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.4,10.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.5,10.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.6,10.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.7,10.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.8,10.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[10.9,11)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11,11.1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.1,11.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.2,11.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.3,11.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.4,11.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.5,11.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.6,11.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.7,11.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.8,11.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[11.9,12)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12,12.1)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.1,12.2)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.2,12.3)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.3,12.4)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.4,12.5)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.5,12.6)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.6,12.7)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.7,12.8)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.8,12.9)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[12.9,13)",0
"US National","2012-12-02",2,"2012-12-16","pmf","[13,100)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0,0.1)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.1,0.2)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.2,0.3)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.3,0.4)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.4,0.5)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.5,0.6)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.6,0.7)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.7,0.8)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.8,0.9)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[0.9,1)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1,1.1)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.1,1.2)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.2,1.3)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.3,1.4)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.4,1.5)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.5,1.6)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.6,1.7)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[1.7,1.8)",2e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[1.8,1.9)",3e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[1.9,2)",6e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[2,2.1)",6e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[2.1,2.2)",0.0011
"US National","2012-12-02",3,"2012-12-23","pmf","[2.2,2.3)",0.0027
"US National","2012-12-02",3,"2012-12-23","pmf","[2.3,2.4)",0.0041
"US National","2012-12-02",3,"2012-12-23","pmf","[2.4,2.5)",0.0056
"US National","2012-12-02",3,"2012-12-23","pmf","[2.5,2.6)",0.0065
"US National","2012-12-02",3,"2012-12-23","pmf","[2.6,2.7)",0.0093
"US National","2012-12-02",3,"2012-12-23","pmf","[2.7,2.8)",0.0114
"US National","2012-12-02",3,"2012-12-23","pmf","[2.8,2.9)",0.0134
"US National","2012-12-02",3,"2012-12-23","pmf","[2.9,3)",0.0176
"US National","2012-12-02",3,"2012-12-23","pmf","[3,3.1)",0.0216
"US National","2012-12-02",3,"2012-12-23","pmf","[3.1,3.2)",0.0208
"US National","2012-12-02",3,"2012-12-23","pmf","[3.2,3.3)",0.0235
"US National","2012-12-02",3,"2012-12-23","pmf","[3.3,3.4)",0.0307
"US National","2012-12-02",3,"2012-12-23","pmf","[3.4,3.5)",0.0295
"US National","2012-12-02",3,"2012-12-23","pmf","[3.5,3.6)",0.0293
"US National","2012-12-02",3,"2012-12-23","pmf","[3.6,3.7)",0.037
"US National","2012-12-02",3,"2012-12-23","pmf","[3.7,3.8)",0.0376
"US National","2012-12-02",3,"2012-12-23","pmf","[3.8,3.9)",0.036
"US National","2012-12-02",3,"2012-12-23","pmf","[3.9,4)",0.0401
"US National","2012-12-02",3,"2012-12-23","pmf","[4,4.1)",0.0402
"US National","2012-12-02",3,"2012-12-23","pmf","[4.1,4.2)",0.0348
"US National","2012-12-02",3,"2012-12-23","pmf","[4.2,4.3)",0.0386
"US National","2012-12-02",3,"2012-12-23","pmf","[4.3,4.4)",0.0376
"US National","2012-12-02",3,"2012-12-23","pmf","[4.4,4.5)",0.0333
"US National","2012-12-02",3,"2012-12-23","pmf","[4.5,4.6)",0.0351
"US National","2012-12-02",3,"2012-12-23","pmf","[4.6,4.7)",0.0312
"US National","2012-12-02",3,"2012-12-23","pmf","[4.7,4.8)",0.0308
"US National","2012-12-02",3,"2012-12-23","pmf","[4.8,4.9)",0.031
"US National","2012-12-02",3,"2012-12-23","pmf","[4.9,5)",0.0253
"US National","2012-12-02",3,"2012-12-23","pmf","[5,5.1)",0.0261
"US National","2012-12-02",3,"2012-12-23","pmf","[5.1,5.2)",0.0227
"US National","2012-12-02",3,"2012-12-23","pmf","[5.2,5.3)",0.0234
"US National","2012-12-02",3,"2012-12-23","pmf","[5.3,5.4)",0.0217
"US National","2012-12-02",3,"2012-12-23","pmf","[5.4,5.5)",0.0193
"US National","2012-12-02",3,"2012-12-23","pmf","[5.5,5.6)",0.017
"US National","2012-12-02",3,"2012-12-23","pmf","[5.6,5.7)",0.0177
"US National","2012-12-02",3,"2012-12-23","pmf","[5.7,5.8)",0.0134
"US National","2012-12-02",3,"2012-12-23","pmf","[5.8,5.9)",0.0138
"US National","2012-12-02",3,"2012-12-23","pmf","[5.9,6)",0.0113
"US National","2012-12-02",3,"2012-12-23","pmf","[6,6.1)",0.0115
"US National","2012-12-02",3,"2012-12-23","pmf","[6.1,6.2)",0.0092
"US National","2012-12-02",3,"2012-12-23","pmf","[6.2,6.3)",0.0088
"US National","2012-12-02",3,"2012-12-23","pmf","[6.3,6.4)",0.0078
"US National","2012-12-02",3,"2012-12-23","pmf","[6.4,6.5)",0.0067
"US National","2012-12-02",3,"2012-12-23","pmf","[6.5,6.6)",0.0075
"US National","2012-12-02",3,"2012-12-23","pmf","[6.6,6.7)",0.006
"US National","2012-12-02",3,"2012-12-23","pmf","[6.7,6.8)",0.0034
"US National","2012-12-02",3,"2012-12-23","pmf","[6.8,6.9)",0.0042
"US National","2012-12-02",3,"2012-12-23","pmf","[6.9,7)",0.0029
"US National","2012-12-02",3,"2012-12-23","pmf","[7,7.1)",0.0032
"US National","2012-12-02",3,"2012-12-23","pmf","[7.1,7.2)",0.0025
"US National","2012-12-02",3,"2012-12-23","pmf","[7.2,7.3)",0.0022
"US National","2012-12-02",3,"2012-12-23","pmf","[7.3,7.4)",0.0023
"US National","2012-12-02",3,"2012-12-23","pmf","[7.4,7.5)",0.0032
"US National","2012-12-02",3,"2012-12-23","pmf","[7.5,7.6)",0.0018
"US National","2012-12-02",3,"2012-12-23","pmf","[7.6,7.7)",0.0018
"US National","2012-12-02",3,"2012-12-23","pmf","[7.7,7.8)",0.0011
"US National","2012-12-02",3,"2012-12-23","pmf","[7.8,7.9)",0.0016
"US National","2012-12-02",3,"2012-12-23","pmf","[7.9,8)",4e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8,8.1)",9e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.1,8.2)",0.0011
"US National","2012-12-02",3,"2012-12-23","pmf","[8.2,8.3)",0.001
"US National","2012-12-02",3,"2012-12-23","pmf","[8.3,8.4)",8e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.4,8.5)",5e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.5,8.6)",5e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.6,8.7)",4e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.7,8.8)",5e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.8,8.9)",3e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[8.9,9)",2e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[9,9.1)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[9.1,9.2)",0
"US National","2012-12-02",3,"2012-12-23","pmf","[9.2,9.3)",3e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[9.3,9.4)",3e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[9.4,9.5)",9.99999999999999e-05
"US National","2012-12-02",3,"2012-12-23","pmf","[9.5,9.6)",9.99999999999999e-05
"US National","2012-12-02",3,"2012-12-23","pmf","[9.6,9.7)",2e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[9.7,9.8)",9.99999999999999e-05
"US National","2012-12-02",3,"2012-12-23","pmf","[9.8,9.9)",9.99999999999999e-05
"US National","2012-12-02",3,"2012-12-23","pmf","[9.9,10)",2e-04
"US National","2012-12-02",3,"2012-12-23","pmf","[10,10.1)",9.99999999999999e-05
"US National","2012-12-02",3,"2012-12-23","pmf","[10.1,10.2)",9.99999999999999e-05
